id,studentId,studentName,date,status,reason
ATT000152,STU001,Meera Verma,2025-07-31,Absent,No reason provided
ATT000153,STU001,Meera Verma,2025-08-01,Present,
ATT000154,STU001,Meera Verma,2025-08-04,Absent,Transportation issue
ATT000155,STU001,Meera Verma,2025-08-05,Present,
ATT000156,STU001,Meera Verma,2025-08-06,Present,
ATT000157,STU001,Meera Verma,2025-08-07,Present,
ATT000158,STU001,Meera Verma,2025-08-08,Present,
ATT000159,STU001,Meera Verma,2025-08-11,Absent,No reason provided
ATT000160,STU001,Meera Verma,2025-08-12,Present,
ATT000161,STU001,Meera Verma,2025-08-13,Present,
ATT000162,STU001,Meera Verma,2025-08-14,Present,
ATT000163,STU001,Meera Verma,2025-08-15,Absent,No reason provided
ATT000164,STU001,Meera Verma,2025-08-18,Late,Weather
ATT000165,STU001,Meera Verma,2025-08-19,Present,
ATT000166,STU001,Meera Verma,2025-08-20,Present,
ATT000167,STU001,Meera Verma,2025-08-21,Present,
ATT000168,STU001,Meera Verma,2025-08-22,Present,
ATT000169,STU001,Meera Verma,2025-08-25,Present,
ATT000170,STU001,Meera Verma,2025-08-26,Present,
ATT000171,STU001,Meera Verma,2025-08-27,Absent,No reason provided
ATT000172,STU001,Meera Verma,2025-08-28,Present,
ATT000173,STU001,Meera Verma,2025-08-29,Absent,Sick
ATT000174,STU001,Meera Verma,2025-09-01,Absent,No reason provided
ATT000175,STU001,Meera Verma,2025-09-02,Present,
ATT000176,STU001,Meera Verma,2025-09-03,Present,
ATT000177,STU001,Meera Verma,2025-09-04,Present,
ATT000178,STU001,Meera Verma,2025-09-05,Present,
ATT000179,STU001,Meera Verma,2025-09-08,Present,
ATT000180,STU001,Meera Verma,2025-09-09,Present,
ATT000181,STU001,Meera Verma,2025-09-10,Present,
ATT000182,STU001,Meera Verma,2025-09-11,Present,
ATT000183,STU001,Meera Verma,2025-09-12,Absent,Transportation issue
ATT000184,STU001,Meera Verma,2025-09-15,Absent,Family emergency
ATT000185,STU001,Meera Verma,2025-09-16,Late,Family issue
ATT000186,STU001,Meera Verma,2025-09-17,Absent,Sick
ATT000187,STU001,Meera Verma,2025-09-18,Present,
ATT000188,STU001,Meera Verma,2025-09-19,Late,Transportation delay
ATT000189,STU001,Meera Verma,2025-09-22,Present,
ATT000190,STU001,Meera Verma,2025-09-23,Present,
ATT000191,STU001,Meera Verma,2025-09-24,Present,
ATT000192,STU001,Meera Verma,2025-09-25,Present,
ATT000193,STU001,Meera Verma,2025-09-26,Present,
ATT000194,STU001,Meera Verma,2025-09-29,Present,
ATT000195,STU001,Meera Verma,2025-09-30,Present,
ATT000196,STU001,Meera Verma,2025-10-01,Present,
ATT000197,STU001,Meera Verma,2025-10-02,Present,
ATT000198,STU001,Meera Verma,2025-10-03,Present,
ATT000199,STU001,Meera Verma,2025-10-06,Late,Family issue
ATT000200,STU001,Meera Verma,2025-10-07,Present,
ATT000201,STU001,Meera Verma,2025-10-08,Present,
ATT000202,STU001,Meera Verma,2025-10-09,Present,
ATT000203,STU001,Meera Verma,2025-10-10,Present,
ATT000204,STU001,Meera Verma,2025-10-13,Present,
ATT000205,STU001,Meera Verma,2025-10-14,Present,
ATT000206,STU001,Meera Verma,2025-10-15,Present,
ATT000207,STU001,Meera Verma,2025-10-16,Present,
ATT000208,STU001,Meera Verma,2025-10-17,Late,Weather
ATT000209,STU001,Meera Verma,2025-10-20,Present,
ATT000210,STU001,Meera Verma,2025-10-21,Present,
ATT000211,STU001,Meera Verma,2025-10-22,Present,
ATT000212,STU001,Meera Verma,2025-10-23,Present,
ATT000213,STU001,Meera Verma,2025-10-24,Present,
ATT000214,STU001,Meera Verma,2025-10-27,Present,
ATT000215,STU001,Meera Verma,2025-10-28,Present,
ATT000216,STU001,Meera Verma,2025-10-29,Absent,No reason provided
ATT000217,STU001,Meera Verma,2025-10-30,Late,Transportation delay
ATT000218,STU001,Meera Verma,2025-10-31,Present,
ATT000219,STU001,Meera Verma,2025-11-03,Present,
ATT000220,STU001,Meera Verma,2025-11-04,Present,
ATT000221,STU001,Meera Verma,2025-11-05,Present,
ATT000222,STU001,Meera Verma,2025-11-06,Present,
ATT000223,STU001,Meera Verma,2025-11-07,Late,Transportation delay
ATT000224,STU001,Meera Verma,2025-11-10,Present,
ATT000225,STU001,Meera Verma,2025-11-11,Present,
ATT000226,STU001,Meera Verma,2025-11-12,Present,
ATT000227,STU001,Meera Verma,2025-11-13,Present,
ATT000228,STU001,Meera Verma,2025-11-14,Present,
ATT000229,STU001,Meera Verma,2025-11-17,Present,
ATT000230,STU001,Meera Verma,2025-11-18,Present,
ATT000231,STU001,Meera Verma,2025-11-19,Present,
ATT000232,STU001,Meera Verma,2025-11-20,Absent,Family emergency
ATT000233,STU001,Meera Verma,2025-11-21,Absent,Sick
ATT000234,STU001,Meera Verma,2025-11-24,Present,
ATT000235,STU001,Meera Verma,2025-11-25,Present,
ATT000236,STU001,Meera Verma,2025-11-26,Present,
ATT000237,STU001,Meera Verma,2025-11-27,Present,
ATT000238,STU001,Meera Verma,2025-11-28,Late,Weather
ATT000239,STU001,Meera Verma,2025-12-01,Present,
ATT000240,STU001,Meera Verma,2025-12-02,Present,
ATT000241,STU001,Meera Verma,2025-12-03,Present,
ATT000242,STU001,Meera Verma,2025-12-04,Present,
ATT000243,STU001,Meera Verma,2025-12-05,Present,
ATT000244,STU001,Meera Verma,2025-12-08,Present,
ATT000245,STU001,Meera Verma,2025-12-09,Present,
ATT000246,STU001,Meera Verma,2025-12-10,Present,
ATT000247,STU001,Meera Verma,2025-12-11,Absent,Sick
ATT000248,STU001,Meera Verma,2025-12-12,Present,
ATT000249,STU001,Meera Verma,2025-12-15,Present,
ATT000250,STU001,Meera Verma,2025-12-16,Present,
ATT000251,STU001,Meera Verma,2025-12-17,Absent,No reason provided
ATT000252,STU001,Meera Verma,2025-12-18,Present,
ATT000253,STU001,Meera Verma,2025-12-19,Present,
ATT000254,STU001,Meera Verma,2025-12-22,Present,
ATT000255,STU001,Meera Verma,2025-12-23,Late,Overslept
ATT000256,STU001,Meera Verma,2025-12-24,Present,
ATT000257,STU001,Meera Verma,2025-12-25,Present,
ATT000258,STU001,Meera Verma,2025-12-26,Present,
ATT000259,STU001,Meera Verma,2025-12-29,Late,Transportation delay
ATT000260,STU001,Meera Verma,2025-12-30,Absent,Transportation issue
ATT000261,STU001,Meera Verma,2025-12-31,Present,
ATT000262,STU002,Deepak Iyer,2025-01-01,Absent,Transportation issue
ATT000263,STU002,Deepak Iyer,2025-01-02,Present,
ATT000264,STU002,Deepak Iyer,2025-01-03,Absent,Family emergency
ATT000265,STU002,Deepak Iyer,2025-01-06,Present,
ATT000266,STU002,Deepak Iyer,2025-01-07,Absent,Family emergency
ATT000267,STU002,Deepak Iyer,2025-01-08,Late,Weather
ATT000268,STU002,Deepak Iyer,2025-01-09,Present,
ATT000269,STU002,Deepak Iyer,2025-01-10,Present,
ATT000270,STU002,Deepak Iyer,2025-01-13,Absent,Transportation issue
ATT000271,STU002,Deepak Iyer,2025-01-14,Present,
ATT000272,STU002,Deepak Iyer,2025-01-15,Present,
ATT000273,STU002,Deepak Iyer,2025-01-16,Present,
ATT000274,STU002,Deepak Iyer,2025-01-17,Present,
ATT000275,STU002,Deepak Iyer,2025-01-20,Present,
ATT000276,STU002,Deepak Iyer,2025-01-21,Present,
ATT000277,STU002,Deepak Iyer,2025-01-22,Absent,Transportation issue
ATT000278,STU002,Deepak Iyer,2025-01-23,Present,
ATT000279,STU002,Deepak Iyer,2025-01-24,Present,
ATT000280,STU002,Deepak Iyer,2025-01-27,Late,Transportation delay
ATT000281,STU002,Deepak Iyer,2025-01-28,Present,
ATT000282,STU002,Deepak Iyer,2025-01-29,Present,
ATT000283,STU002,Deepak Iyer,2025-01-30,Present,
ATT000284,STU002,Deepak Iyer,2025-01-31,Present,
ATT000285,STU002,Deepak Iyer,2025-02-03,Present,
ATT000286,STU002,Deepak Iyer,2025-02-04,Present,
ATT000287,STU002,Deepak Iyer,2025-02-05,Present,
ATT000288,STU002,Deepak Iyer,2025-02-06,Present,
ATT000289,STU002,Deepak Iyer,2025-02-07,Present,
ATT000290,STU002,Deepak Iyer,2025-02-10,Present,
ATT000291,STU002,Deepak Iyer,2025-02-11,Present,
ATT000292,STU002,Deepak Iyer,2025-02-12,Present,
ATT000293,STU002,Deepak Iyer,2025-02-13,Present,
ATT000294,STU002,Deepak Iyer,2025-02-14,Present,
ATT000295,STU002,Deepak Iyer,2025-02-17,Late,Family issue
ATT000296,STU002,Deepak Iyer,2025-02-18,Late,Transportation delay
ATT000297,STU002,Deepak Iyer,2025-02-19,Present,
ATT000298,STU002,Deepak Iyer,2025-02-20,Present,
ATT000299,STU002,Deepak Iyer,2025-02-21,Late,Family issue
ATT000300,STU002,Deepak Iyer,2025-02-24,Present,
ATT000301,STU002,Deepak Iyer,2025-02-25,Absent,Family emergency
ATT000302,STU002,Deepak Iyer,2025-02-26,Present,
ATT000303,STU002,Deepak Iyer,2025-02-27,Present,
ATT000304,STU002,Deepak Iyer,2025-02-28,Present,
ATT000305,STU002,Deepak Iyer,2025-03-03,Present,
ATT000306,STU002,Deepak Iyer,2025-03-04,Present,
ATT000307,STU002,Deepak Iyer,2025-03-05,Present,
ATT000308,STU002,Deepak Iyer,2025-03-06,Present,
ATT000309,STU002,Deepak Iyer,2025-03-07,Present,
ATT000310,STU002,Deepak Iyer,2025-03-10,Late,Overslept
ATT000311,STU002,Deepak Iyer,2025-03-11,Absent,Family emergency
ATT000312,STU002,Deepak Iyer,2025-03-12,Present,
ATT000313,STU002,Deepak Iyer,2025-03-13,Absent,No reason provided
ATT000314,STU002,Deepak Iyer,2025-03-14,Absent,Transportation issue
ATT000315,STU002,Deepak Iyer,2025-03-17,Present,
ATT000316,STU002,Deepak Iyer,2025-03-18,Present,
ATT000317,STU002,Deepak Iyer,2025-03-19,Absent,Transportation issue
ATT000318,STU002,Deepak Iyer,2025-03-20,Present,
ATT000319,STU002,Deepak Iyer,2025-03-21,Present,
ATT000320,STU002,Deepak Iyer,2025-03-24,Present,
ATT000321,STU002,Deepak Iyer,2025-03-25,Absent,No reason provided
ATT000322,STU002,Deepak Iyer,2025-03-26,Present,
ATT000323,STU002,Deepak Iyer,2025-03-27,Present,
ATT000324,STU002,Deepak Iyer,2025-03-28,Present,
ATT000325,STU002,Deepak Iyer,2025-03-31,Late,Overslept
ATT000326,STU002,Deepak Iyer,2025-04-01,Present,
ATT000327,STU002,Deepak Iyer,2025-04-02,Present,
ATT000328,STU002,Deepak Iyer,2025-04-03,Present,
ATT000329,STU002,Deepak Iyer,2025-04-04,Present,
ATT000330,STU002,Deepak Iyer,2025-04-07,Absent,Family emergency
ATT000331,STU002,Deepak Iyer,2025-04-08,Present,
ATT000332,STU002,Deepak Iyer,2025-04-09,Present,
ATT000333,STU002,Deepak Iyer,2025-04-10,Present,
ATT000334,STU002,Deepak Iyer,2025-04-11,Present,
ATT000335,STU002,Deepak Iyer,2025-04-14,Present,
ATT000336,STU002,Deepak Iyer,2025-04-15,Present,
ATT000337,STU002,Deepak Iyer,2025-04-16,Present,
ATT000338,STU002,Deepak Iyer,2025-04-17,Present,
ATT000339,STU002,Deepak Iyer,2025-04-18,Present,
ATT000340,STU002,Deepak Iyer,2025-04-21,Present,
ATT000341,STU002,Deepak Iyer,2025-04-22,Present,
ATT000342,STU002,Deepak Iyer,2025-04-23,Absent,Family emergency
ATT000343,STU002,Deepak Iyer,2025-04-24,Present,
ATT000344,STU002,Deepak Iyer,2025-04-25,Present,
ATT000345,STU002,Deepak Iyer,2025-04-28,Present,
ATT000346,STU002,Deepak Iyer,2025-04-29,Present,
ATT000347,STU002,Deepak Iyer,2025-04-30,Present,
ATT000348,STU002,Deepak Iyer,2025-05-01,Present,
ATT000349,STU002,Deepak Iyer,2025-05-02,Present,
ATT000350,STU002,Deepak Iyer,2025-05-05,Present,
ATT000351,STU002,Deepak Iyer,2025-05-06,Present,
ATT000352,STU002,Deepak Iyer,2025-05-07,Late,Transportation delay
ATT000353,STU002,Deepak Iyer,2025-05-08,Present,
ATT000354,STU002,Deepak Iyer,2025-05-09,Present,
ATT000355,STU002,Deepak Iyer,2025-05-12,Present,
ATT000356,STU002,Deepak Iyer,2025-05-13,Present,
ATT000357,STU002,Deepak Iyer,2025-05-14,Present,
ATT000358,STU002,Deepak Iyer,2025-05-15,Absent,Sick
ATT000359,STU002,Deepak Iyer,2025-05-16,Present,
ATT000360,STU002,Deepak Iyer,2025-05-19,Present,
ATT000361,STU002,Deepak Iyer,2025-05-20,Late,Overslept
ATT000362,STU002,Deepak Iyer,2025-05-21,Present,
ATT000363,STU002,Deepak Iyer,2025-05-22,Present,
ATT000364,STU002,Deepak Iyer,2025-05-23,Present,
ATT000365,STU002,Deepak Iyer,2025-05-26,Present,
ATT000366,STU002,Deepak Iyer,2025-05-27,Present,
ATT000367,STU002,Deepak Iyer,2025-05-28,Present,
ATT000368,STU002,Deepak Iyer,2025-05-29,Present,
ATT000369,STU002,Deepak Iyer,2025-05-30,Present,
ATT000370,STU002,Deepak Iyer,2025-06-02,Present,
ATT000371,STU002,Deepak Iyer,2025-06-03,Present,
ATT000372,STU002,Deepak Iyer,2025-06-04,Late,Transportation delay
ATT000373,STU002,Deepak Iyer,2025-06-05,Present,
ATT000374,STU002,Deepak Iyer,2025-06-06,Present,
ATT000375,STU002,Deepak Iyer,2025-06-09,Absent,No reason provided
ATT000376,STU002,Deepak Iyer,2025-06-10,Present,
ATT000377,STU002,Deepak Iyer,2025-06-11,Present,
ATT000378,STU002,Deepak Iyer,2025-06-12,Present,
ATT000379,STU002,Deepak Iyer,2025-06-13,Present,
ATT000380,STU002,Deepak Iyer,2025-06-16,Present,
ATT000381,STU002,Deepak Iyer,2025-06-17,Present,
ATT000382,STU002,Deepak Iyer,2025-06-18,Present,
ATT000383,STU002,Deepak Iyer,2025-06-19,Present,
ATT000384,STU002,Deepak Iyer,2025-06-20,Late,Weather
ATT000385,STU002,Deepak Iyer,2025-06-23,Present,
ATT000386,STU002,Deepak Iyer,2025-06-24,Absent,No reason provided
ATT000387,STU002,Deepak Iyer,2025-06-25,Absent,Sick
ATT000388,STU002,Deepak Iyer,2025-06-26,Present,
ATT000389,STU002,Deepak Iyer,2025-06-27,Present,
ATT000390,STU002,Deepak Iyer,2025-06-30,Absent,Transportation issue
ATT000391,STU002,Deepak Iyer,2025-07-01,Present,
ATT000392,STU002,Deepak Iyer,2025-07-02,Present,
ATT000393,STU002,Deepak Iyer,2025-07-03,Present,
ATT000394,STU002,Deepak Iyer,2025-07-04,Present,
ATT000395,STU002,Deepak Iyer,2025-07-07,Late,Family issue
ATT000396,STU002,Deepak Iyer,2025-07-08,Present,
ATT000397,STU002,Deepak Iyer,2025-07-09,Present,
ATT000398,STU002,Deepak Iyer,2025-07-10,Present,
ATT000399,STU002,Deepak Iyer,2025-07-11,Absent,No reason provided
ATT000400,STU002,Deepak Iyer,2025-07-14,Late,Transportation delay
ATT000401,STU002,Deepak Iyer,2025-07-15,Present,
ATT000402,STU002,Deepak Iyer,2025-07-16,Present,
ATT000403,STU002,Deepak Iyer,2025-07-17,Present,
ATT000404,STU002,Deepak Iyer,2025-07-18,Absent,No reason provided
ATT000405,STU002,Deepak Iyer,2025-07-21,Absent,Sick
ATT000406,STU002,Deepak Iyer,2025-07-22,Present,
ATT000407,STU002,Deepak Iyer,2025-07-23,Absent,Family emergency
ATT000408,STU002,Deepak Iyer,2025-07-24,Late,Family issue
ATT000409,STU002,Deepak Iyer,2025-07-25,Present,
ATT000410,STU002,Deepak Iyer,2025-07-28,Present,
ATT000411,STU002,Deepak Iyer,2025-07-29,Present,
ATT000412,STU002,Deepak Iyer,2025-07-30,Absent,Family emergency
ATT000413,STU002,Deepak Iyer,2025-07-31,Present,
ATT000414,STU002,Deepak Iyer,2025-08-01,Present,
ATT000415,STU002,Deepak Iyer,2025-08-04,Late,Family issue
ATT000416,STU002,Deepak Iyer,2025-08-05,Present,
ATT000417,STU002,Deepak Iyer,2025-08-06,Absent,Sick
ATT000418,STU002,Deepak Iyer,2025-08-07,Present,
ATT000419,STU002,Deepak Iyer,2025-08-08,Present,
ATT000420,STU002,Deepak Iyer,2025-08-11,Present,
ATT000421,STU002,Deepak Iyer,2025-08-12,Present,
ATT000422,STU002,Deepak Iyer,2025-08-13,Present,
ATT000423,STU002,Deepak Iyer,2025-08-14,Absent,No reason provided
ATT000424,STU002,Deepak Iyer,2025-08-15,Present,
ATT000425,STU002,Deepak Iyer,2025-08-18,Present,
ATT000426,STU002,Deepak Iyer,2025-08-19,Present,
ATT000427,STU002,Deepak Iyer,2025-08-20,Present,
ATT000428,STU002,Deepak Iyer,2025-08-21,Present,
ATT000429,STU002,Deepak Iyer,2025-08-22,Present,
ATT000430,STU002,Deepak Iyer,2025-08-25,Present,
ATT000431,STU002,Deepak Iyer,2025-08-26,Late,Weather
ATT000432,STU002,Deepak Iyer,2025-08-27,Present,
ATT000433,STU002,Deepak Iyer,2025-08-28,Present,
ATT000434,STU002,Deepak Iyer,2025-08-29,Present,
ATT000435,STU002,Deepak Iyer,2025-09-01,Present,
ATT000436,STU002,Deepak Iyer,2025-09-02,Absent,Family emergency
ATT000437,STU002,Deepak Iyer,2025-09-03,Present,
ATT000438,STU002,Deepak Iyer,2025-09-04,Present,
ATT000439,STU002,Deepak Iyer,2025-09-05,Present,
ATT000440,STU002,Deepak Iyer,2025-09-08,Present,
ATT000441,STU002,Deepak Iyer,2025-09-09,Present,
ATT000442,STU002,Deepak Iyer,2025-09-10,Present,
ATT000443,STU002,Deepak Iyer,2025-09-11,Present,
ATT000444,STU002,Deepak Iyer,2025-09-12,Absent,Transportation issue
ATT000445,STU002,Deepak Iyer,2025-09-15,Late,Overslept
ATT000446,STU002,Deepak Iyer,2025-09-16,Present,
ATT000447,STU002,Deepak Iyer,2025-09-17,Present,
ATT000448,STU002,Deepak Iyer,2025-09-18,Present,
ATT000449,STU002,Deepak Iyer,2025-09-19,Present,
ATT000450,STU002,Deepak Iyer,2025-09-22,Present,
ATT000451,STU002,Deepak Iyer,2025-09-23,Absent,Transportation issue
ATT000452,STU002,Deepak Iyer,2025-09-24,Present,
ATT000453,STU002,Deepak Iyer,2025-09-25,Present,
ATT000454,STU002,Deepak Iyer,2025-09-26,Absent,Family emergency
ATT000455,STU002,Deepak Iyer,2025-09-29,Late,Family issue
ATT000456,STU002,Deepak Iyer,2025-09-30,Present,
ATT000457,STU002,Deepak Iyer,2025-10-01,Present,
ATT000458,STU002,Deepak Iyer,2025-10-02,Late,Family issue
ATT000459,STU002,Deepak Iyer,2025-10-03,Present,
ATT000460,STU002,Deepak Iyer,2025-10-06,Present,
ATT000461,STU002,Deepak Iyer,2025-10-07,Present,
ATT000462,STU002,Deepak Iyer,2025-10-08,Present,
ATT000463,STU002,Deepak Iyer,2025-10-09,Present,
ATT000464,STU002,Deepak Iyer,2025-10-10,Present,
